technique,question_id,question,expected_source_file,rank,store_score,cosine_sim,chunk_len,preview,source_file,latency_ms
sentence_window,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,2,0.789594,0.63775,1301,"Taylor Farms de Mexico announced that they were voluntarily removing all iceberg lettuce sourced from central Mexico on July 17, 2026. ## Products Involved Reca",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,34.518
sentence_window,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,3,0.787428,0.772926,1147,"## Title and Status CDC declared the outbreak concluded as of September 11, 2026, though FDA continues investigating. ## Summary The FDA and CDC collaborated wi",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,34.518
sentence_window,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,4,0.745141,0.762882,906,"## Title and Status CDC declared the outbreak concluded as of September 11, 2026, though FDA continues investigating. ## Summary The FDA and CDC collaborated wi",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,34.518
sentence_window,q4,"How many U.S. states were affected by the July 2026 Cyclospora outbreak linked to iceberg lettuce from Taylor Farms de Mexico, and how many deaths occurred?",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,5,0.711876,0.70843,772,"## Title and Status CDC declared the outbreak concluded as of September 11, 2026, though FDA continues investigating. ## Summary The FDA and CDC collaborated wi",fda_outbreak_cyclospora_iceberg_lettuce_2026.txt,34.518
sentence_window,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,1,0.776705,0.61154,475,"CDC estimates Salmonella causes about 1.35 million infections in the United States every year, along with 26,500 hospitalizations and 420 deaths. Most people de",cdc_about_salmonella.txt,34.491
sentence_window,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,2,0.64196,0.631073,548,"One isolate tested positive for Salmonella Newport; however, it was not associated with the outbreak. Industry’s cooperation in collecting and sharing samples w",fda_outbreak_salmonella_cantaloupes_2023.txt,34.491
sentence_window,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,3,0.641589,0.625954,754,"CDC estimates Salmonella causes about 1.35 million infections in the United States every year, along with 26,500 hospitalizations and 420 deaths. Most people de",cdc_about_salmonella.txt,34.491
sentence_window,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,4,0.620876,0.470257,527,"Status: The investigation concluded with the CDC declaring the outbreak over and FDA closing its investigation as of September 3, 2026. Key Dates: - Illness ons",fda_outbreak_salmonella_eggs_2026.txt,34.491
sentence_window,q5,"According to the CDC, roughly how many Salmonella infections occur in the U.S. every year, and what are the most common food sources?",cdc_about_salmonella.txt,5,0.618664,0.606041,458,"Salmonella spreads through contaminated food (especially poultry, eggs, beef, and produce), contact with animals, and contaminated water. Diagnosis is by stool ",cdc_about_salmonella.txt,34.491
sentence_window,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),1,0.694396,0.599414,1369,These products should be thrown away or returned to the place of purchase. FSIS routinely conducts recall effectiveness checks to verify recalling firms notify ,fsis_ground_beef_ecoli_2026.txt,34.427
sentence_window,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),2,0.655869,0.498275,1483,"Our annual summaries provide an overview of each year's recalls by class, reason and product. Explore the Annual Summaries USDA Recall Classifications Class I -",fsis_ground_beef_ecoli_2026.txt,34.427
sentence_window,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),3,0.655603,0.44672,2342,"Let's Talk Turkey Roasting Poultry Processing: Questions & Answers Poultry: Basting, Brining, and Marinating Stuffing and Food Safety The Poultry Label Says ""Fr",fsis_ground_beef_ecoli_2026.txt,34.427
sentence_window,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),4,0.648985,0.39108,2831,"Food Safety While Hiking, Camping & Boating Conceptos Básicos de Seguridad Alimentaria Your Guide to Safe Spring Holiday Meals Meat & Catfish Bacon and Food Saf",fsis_ground_beef_ecoli_2026.txt,34.427
sentence_window,q6,What precautions reduce E. coli contamination risk in ground beef at a grocery store?,NONE (no matching document exists in the corpus -- intentional probe question),5,0.648775,0.204458,686,"Vigorous rehydration and other supportive care is the usual treatment; antibiotic treatment is generally not recommended. Most people recover within a week, but",fsis_ground_beef_ecoli_2026.txt,34.427
